Compagnie,Prime,ID,TypeBesoin,TypeBesoinDetails,AgeCar,OtherDriver,CarteGrise,Genre,DateNaissance,Age,SituationMatrimoniale,Profession,DateObtentionPermis,ConduiteAccompagné,DateNaissanceConjoint,DatePermisConjoint,Enfants_a_charge,Annee_Enfant_1,Annee_Enfant_2,Annee_Enfant_3,DateAchat,DateAchat_Prevue,DateCirculation,ID_vehicule_occasion,Marque_occasion,Modele_occasion,Alimentation_occasion,Carrosserie_occasion,Puissance_occasion,categorie_commerciale_vehicule_occasion,qualification_vehicule_vert_occasion,valeur_a_neuf_vehicule_ocassion,groupe_tarification_vehicule_occasion,classe_tarification_vehicule_occasion,code_type_frequence_bdg_occasion,code_type_cout_bdg_occasion,code_vente_vehicule_occasion,code_type_frequence_rcm_occasion,code_type_frequence_rcc_occasion,code_type_frequence_dta_occasion,code_type_frequence_vol_occasion,Marque_vehicule_neuf,Modele_vehicule_neuf,Alimentation_vehicule_neuf,Carrosserie_vehicule_neuf,Puissance_vehicule_neuf,ID_vehicule_neuf,valeur_a_neuf_vehiculeNeuve,groupe_tarification_vehicule_Neuve,classe_tarification_vehicule_Neuve,puissance_reel_vehicule_Neuve,categorie_commerciale_vehicule_Neuve,qualification_vehicule_vert_Neuve,code_type_frequence_rcm_Neuve,code_type_frequence_rcc_Neuve,code_type_cout_rcm_Neuve,code_type_frequence_dta_Neuve,code_type_frequence_vol_Neuve,code_type_cout_vol_Neuve,code_type_frequence_bdg_Neuve,code_type_cout_bdg_Neuve,code_vente_vehicule_Neuve,ModeFinancement,Usage,KmParcours,CP_Stationnement,Ville_Stationnement,ResidenceType,TypeLocation,CP_Travail,Ville_Travail,nom_departement,code_departement,code_region,Type_Parking,TypeAssure,NbreAnneeAssure,Bonus,NbreAnneePossessionVeh,CtrActuel,AssureurActuel,NiveauProtection,Date_scraping
"	
ID MALUS",1 505 €,190458,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,13/06/1978,46,Célibataire,Forain,09/2023,Non,,,Oui,2009,2006,non,07/2024,,03/2024,DC08012,DACIA,JOGGER,CARB,BRK,6,M2,0,18950,11,B,6,12,99,12,5,9,1,,,,,,,,,,,,,,,,,,,,,,L,3,30000,50420,50214,1,2,55600,55306,Manche,50,28,J,P,1,0.95,0,E,76,D,16/09/2024
"	
SOS Malus",1 614 €,190458,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,13/06/1978,46,Célibataire,Forain,09/2023,Non,,,Oui,2009,2006,non,07/2024,,03/2024,DC08012,DACIA,JOGGER,CARB,BRK,6,M2,0,18950,11,B,6,12,99,12,5,9,1,,,,,,,,,,,,,,,,,,,,,,L,3,30000,50420,50214,1,2,55600,55306,Manche,50,28,J,P,1,0.95,0,E,76,D,16/09/2024
"	
Active Assurances",1 614 €,190458,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,13/06/1978,46,Célibataire,Forain,09/2023,Non,,,Oui,2009,2006,non,07/2024,,03/2024,DC08012,DACIA,JOGGER,CARB,BRK,6,M2,0,18950,11,B,6,12,99,12,5,9,1,,,,,,,,,,,,,,,,,,,,,,L,3,30000,50420,50214,1,2,55600,55306,Manche,50,28,J,P,1,0.95,0,E,76,D,16/09/2024
"	
Groupe AXA",437 €,98108,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,02/04/2001,23,Célibataire,Salarié Cadre,02/2020,Non,,,Non,non,non,non,11/2018,,12/2005,CI36145,CITROEN,JUMPER,DIES,FGN,7,U2,0,22305,11,C,8,9,99,10,6,4,6,,,,,,,,,,,,,,,,,,,,,,T,3,20000,55500,55141,2,2,54330,54407,Meuse,55,44,J,P,4,0.8,6,A,50,C,16/09/2024
"	
Groupe Admiral",493 €,98108,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,02/04/2001,23,Célibataire,Salarié Cadre,02/2020,Non,,,Non,non,non,non,11/2018,,12/2005,CI36145,CITROEN,JUMPER,DIES,FGN,7,U2,0,22305,11,C,8,9,99,10,6,4,6,,,,,,,,,,,,,,,,,,,,,,T,3,20000,55500,55141,2,2,54330,54407,Meuse,55,44,J,P,4,0.8,6,A,50,C,16/09/2024
"	
MAAF Assurances",513 €,98108,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,02/04/2001,23,Célibataire,Salarié Cadre,02/2020,Non,,,Non,non,non,non,11/2018,,12/2005,CI36145,CITROEN,JUMPER,DIES,FGN,7,U2,0,22305,11,C,8,9,99,10,6,4,6,,,,,,,,,,,,,,,,,,,,,,T,3,20000,55500,55141,2,2,54330,54407,Meuse,55,44,J,P,4,0.8,6,A,50,C,16/09/2024
"	
Active Assurances",586 €,98108,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,02/04/2001,23,Célibataire,Salarié Cadre,02/2020,Non,,,Non,non,non,non,11/2018,,12/2005,CI36145,CITROEN,JUMPER,DIES,FGN,7,U2,0,22305,11,C,8,9,99,10,6,4,6,,,,,,,,,,,,,,,,,,,,,,T,3,20000,55500,55141,2,2,54330,54407,Meuse,55,44,J,P,4,0.8,6,A,50,C,16/09/2024
"	
Assurpeople.com",611 €,98108,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,02/04/2001,23,Célibataire,Salarié Cadre,02/2020,Non,,,Non,non,non,non,11/2018,,12/2005,CI36145,CITROEN,JUMPER,DIES,FGN,7,U2,0,22305,11,C,8,9,99,10,6,4,6,,,,,,,,,,,,,,,,,,,,,,T,3,20000,55500,55141,2,2,54330,54407,Meuse,55,44,J,P,4,0.8,6,A,50,C,16/09/2024
"	
MMA",615 €,98108,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,02/04/2001,23,Célibataire,Salarié Cadre,02/2020,Non,,,Non,non,non,non,11/2018,,12/2005,CI36145,CITROEN,JUMPER,DIES,FGN,7,U2,0,22305,11,C,8,9,99,10,6,4,6,,,,,,,,,,,,,,,,,,,,,,T,3,20000,55500,55141,2,2,54330,54407,Meuse,55,44,J,P,4,0.8,6,A,50,C,16/09/2024
"	
Groupe Allianz",658 €,98108,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,02/04/2001,23,Célibataire,Salarié Cadre,02/2020,Non,,,Non,non,non,non,11/2018,,12/2005,CI36145,CITROEN,JUMPER,DIES,FGN,7,U2,0,22305,11,C,8,9,99,10,6,4,6,,,,,,,,,,,,,,,,,,,,,,T,3,20000,55500,55141,2,2,54330,54407,Meuse,55,44,J,P,4,0.8,6,A,50,C,16/09/2024
"	
SOS Malus",787 €,98108,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,02/04/2001,23,Célibataire,Salarié Cadre,02/2020,Non,,,Non,non,non,non,11/2018,,12/2005,CI36145,CITROEN,JUMPER,DIES,FGN,7,U2,0,22305,11,C,8,9,99,10,6,4,6,,,,,,,,,,,,,,,,,,,,,,T,3,20000,55500,55141,2,2,54330,54407,Meuse,55,44,J,P,4,0.8,6,A,50,C,16/09/2024
"	
GMF",906 €,98108,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,02/04/2001,23,Célibataire,Salarié Cadre,02/2020,Non,,,Non,non,non,non,11/2018,,12/2005,CI36145,CITROEN,JUMPER,DIES,FGN,7,U2,0,22305,11,C,8,9,99,10,6,4,6,,,,,,,,,,,,,,,,,,,,,,T,3,20000,55500,55141,2,2,54330,54407,Meuse,55,44,J,P,4,0.8,6,A,50,C,16/09/2024
"	
GMF",250 €,966810,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Un homme,27/08/1947,77,Concubin(e) / vie maritale,Enseignant,11/1984,Non,16/04/1945,,Non,non,non,non,N/A,04/11/2025,12/2005,CI36202,CITROEN,JUMPER,DIES,FGN,7,U2,0,26970,12,D,8,9,99,10,6,4,6,TOYOTA,CAMRY II,EH,BER,9,TO47005,41600,14,G,178,H,1,16,6,5,12,5,13,7,13,99,D,3,25000,82340,82008,1,1,80120,80087,Tarn-et-Garonne,82,76,G,S,39,120,0,E,9,D,16/09/2024
"	
MAAF Assurances",380 €,966810,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Un homme,27/08/1947,77,Concubin(e) / vie maritale,Enseignant,11/1984,Non,16/04/1945,,Non,non,non,non,N/A,04/11/2025,12/2005,CI36202,CITROEN,JUMPER,DIES,FGN,7,U2,0,26970,12,D,8,9,99,10,6,4,6,TOYOTA,CAMRY II,EH,BER,9,TO47005,41600,14,G,178,H,1,16,6,5,12,5,13,7,13,99,D,3,25000,82340,82008,1,1,80120,80087,Tarn-et-Garonne,82,76,G,S,39,120,0,E,9,D,16/09/2024
"	
MMA",462 €,966810,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Un homme,27/08/1947,77,Concubin(e) / vie maritale,Enseignant,11/1984,Non,16/04/1945,,Non,non,non,non,N/A,04/11/2025,12/2005,CI36202,CITROEN,JUMPER,DIES,FGN,7,U2,0,26970,12,D,8,9,99,10,6,4,6,TOYOTA,CAMRY II,EH,BER,9,TO47005,41600,14,G,178,H,1,16,6,5,12,5,13,7,13,99,D,3,25000,82340,82008,1,1,80120,80087,Tarn-et-Garonne,82,76,G,S,39,120,0,E,9,D,16/09/2024
"	
Active Assurances",496 €,966810,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Un homme,27/08/1947,77,Concubin(e) / vie maritale,Enseignant,11/1984,Non,16/04/1945,,Non,non,non,non,N/A,04/11/2025,12/2005,CI36202,CITROEN,JUMPER,DIES,FGN,7,U2,0,26970,12,D,8,9,99,10,6,4,6,TOYOTA,CAMRY II,EH,BER,9,TO47005,41600,14,G,178,H,1,16,6,5,12,5,13,7,13,99,D,3,25000,82340,82008,1,1,80120,80087,Tarn-et-Garonne,82,76,G,S,39,120,0,E,9,D,16/09/2024
"	
Groupe Admiral",502 €,966810,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Un homme,27/08/1947,77,Concubin(e) / vie maritale,Enseignant,11/1984,Non,16/04/1945,,Non,non,non,non,N/A,04/11/2025,12/2005,CI36202,CITROEN,JUMPER,DIES,FGN,7,U2,0,26970,12,D,8,9,99,10,6,4,6,TOYOTA,CAMRY II,EH,BER,9,TO47005,41600,14,G,178,H,1,16,6,5,12,5,13,7,13,99,D,3,25000,82340,82008,1,1,80120,80087,Tarn-et-Garonne,82,76,G,S,39,120,0,E,9,D,16/09/2024
"	
Groupe Vilavi",515 €,966810,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Un homme,27/08/1947,77,Concubin(e) / vie maritale,Enseignant,11/1984,Non,16/04/1945,,Non,non,non,non,N/A,04/11/2025,12/2005,CI36202,CITROEN,JUMPER,DIES,FGN,7,U2,0,26970,12,D,8,9,99,10,6,4,6,TOYOTA,CAMRY II,EH,BER,9,TO47005,41600,14,G,178,H,1,16,6,5,12,5,13,7,13,99,D,3,25000,82340,82008,1,1,80120,80087,Tarn-et-Garonne,82,76,G,S,39,120,0,E,9,D,16/09/2024
"	
Groupe Vilavi",555 €,966810,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Un homme,27/08/1947,77,Concubin(e) / vie maritale,Enseignant,11/1984,Non,16/04/1945,,Non,non,non,non,N/A,04/11/2025,12/2005,CI36202,CITROEN,JUMPER,DIES,FGN,7,U2,0,26970,12,D,8,9,99,10,6,4,6,TOYOTA,CAMRY II,EH,BER,9,TO47005,41600,14,G,178,H,1,16,6,5,12,5,13,7,13,99,D,3,25000,82340,82008,1,1,80120,80087,Tarn-et-Garonne,82,76,G,S,39,120,0,E,9,D,16/09/2024
"	
Groupe Allianz",575 €,966810,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Un homme,27/08/1947,77,Concubin(e) / vie maritale,Enseignant,11/1984,Non,16/04/1945,,Non,non,non,non,N/A,04/11/2025,12/2005,CI36202,CITROEN,JUMPER,DIES,FGN,7,U2,0,26970,12,D,8,9,99,10,6,4,6,TOYOTA,CAMRY II,EH,BER,9,TO47005,41600,14,G,178,H,1,16,6,5,12,5,13,7,13,99,D,3,25000,82340,82008,1,1,80120,80087,Tarn-et-Garonne,82,76,G,S,39,120,0,E,9,D,16/09/2024
"	
Groupe AXA",774 €,966810,Vous comptez l'acheter,D'une première voiture,Neuve,Non,Vous,Un homme,27/08/1947,77,Concubin(e) / vie maritale,Enseignant,11/1984,Non,16/04/1945,,Non,non,non,non,N/A,04/11/2025,12/2005,CI36202,CITROEN,JUMPER,DIES,FGN,7,U2,0,26970,12,D,8,9,99,10,6,4,6,TOYOTA,CAMRY II,EH,BER,9,TO47005,41600,14,G,178,H,1,16,6,5,12,5,13,7,13,99,D,3,25000,82340,82008,1,1,80120,80087,Tarn-et-Garonne,82,76,G,S,39,120,0,E,9,D,16/09/2024
"	
Groupe AXA",934 €,426091,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,23/08/2003,21,Marié(e),Commerçant,05/2024,Non,26/11/2003,05/2023,Non,non,non,non,06/2017,,03/2000,PE28163,PEUGEOT,406,DIES,BRK,7,M2,0,22106,12,D,7,9,99,11,7,9,4,,,,,,,,,,,,,,,,,,,,,,L,3,25000,14240,14011,1,2,12800,12041,Calvados,14,28,C,S,0,1,6,E,0,A,16/09/2024
"	
Assurpeople.com",1 348 €,426091,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,23/08/2003,21,Marié(e),Commerçant,05/2024,Non,26/11/2003,05/2023,Non,non,non,non,06/2017,,03/2000,PE28163,PEUGEOT,406,DIES,BRK,7,M2,0,22106,12,D,7,9,99,11,7,9,4,,,,,,,,,,,,,,,,,,,,,,L,3,25000,14240,14011,1,2,12800,12041,Calvados,14,28,C,S,0,1,6,E,0,A,16/09/2024
"	
Groupe Admiral",1 833 €,426091,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,23/08/2003,21,Marié(e),Commerçant,05/2024,Non,26/11/2003,05/2023,Non,non,non,non,06/2017,,03/2000,PE28163,PEUGEOT,406,DIES,BRK,7,M2,0,22106,12,D,7,9,99,11,7,9,4,,,,,,,,,,,,,,,,,,,,,,L,3,25000,14240,14011,1,2,12800,12041,Calvados,14,28,C,S,0,1,6,E,0,A,16/09/2024
"	
GMF",2 884 €,426091,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,23/08/2003,21,Marié(e),Commerçant,05/2024,Non,26/11/2003,05/2023,Non,non,non,non,06/2017,,03/2000,PE28163,PEUGEOT,406,DIES,BRK,7,M2,0,22106,12,D,7,9,99,11,7,9,4,,,,,,,,,,,,,,,,,,,,,,L,3,25000,14240,14011,1,2,12800,12041,Calvados,14,28,C,S,0,1,6,E,0,A,16/09/2024
"	
MAAF Assurances",327 €,869906,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,17/12/1948,75,Marié(e),Fonctionnaire autre,11/1994,Oui,10/11/1991,09/2020,Oui,2005,2019,2023,04/2024,,03/2024,ME97015,MERCEDES,CLASSE E VI,GH,BER,11,H,0,79650,14,L,8,13,99,14,5,11,9,,,,,,,,,,,,,,,,,,,,,,C,1,7000,22600,22136,1,1,10220,10019,Côtes-d'Armor,22,53,J,S,29,120,0,A,33,C,16/09/2024
"	
Groupe Admiral",757 €,869906,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,17/12/1948,75,Marié(e),Fonctionnaire autre,11/1994,Oui,10/11/1991,09/2020,Oui,2005,2019,2023,04/2024,,03/2024,ME97015,MERCEDES,CLASSE E VI,GH,BER,11,H,0,79650,14,L,8,13,99,14,5,11,9,,,,,,,,,,,,,,,,,,,,,,C,1,7000,22600,22136,1,1,10220,10019,Côtes-d'Armor,22,53,J,S,29,120,0,A,33,C,16/09/2024
"	
Groupe AXA",1 651 €,869906,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,17/12/1948,75,Marié(e),Fonctionnaire autre,11/1994,Oui,10/11/1991,09/2020,Oui,2005,2019,2023,04/2024,,03/2024,ME97015,MERCEDES,CLASSE E VI,GH,BER,11,H,0,79650,14,L,8,13,99,14,5,11,9,,,,,,,,,,,,,,,,,,,,,,C,1,7000,22600,22136,1,1,10220,10019,Côtes-d'Armor,22,53,J,S,29,120,0,A,33,C,16/09/2024
"	
Abeille Assurances",844 €,660457,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,18/10/1979,44,Marié(e),Retraité,08/2021,Oui,22/10/1971,,Non,non,non,non,N/A,31/10/2025,11/2016,DS02062,DS,DS4,CARB,BER,7,M1,1,36100,12,F,6,11,99,11,6,10,4,,,,,,,,,,,,,,,,,,,,,,D,1,12500,42400,42207,1,1,32230,32175,Loire,42,84,P,P,3,0.85,0,A,26,C,16/09/2024
"	
MMA",974 €,660457,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,18/10/1979,44,Marié(e),Retraité,08/2021,Oui,22/10/1971,,Non,non,non,non,N/A,31/10/2025,11/2016,DS02062,DS,DS4,CARB,BER,7,M1,1,36100,12,F,6,11,99,11,6,10,4,,,,,,,,,,,,,,,,,,,,,,D,1,12500,42400,42207,1,1,32230,32175,Loire,42,84,P,P,3,0.85,0,A,26,C,16/09/2024
"	
MAAF Assurances",1 160 €,660457,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,18/10/1979,44,Marié(e),Retraité,08/2021,Oui,22/10/1971,,Non,non,non,non,N/A,31/10/2025,11/2016,DS02062,DS,DS4,CARB,BER,7,M1,1,36100,12,F,6,11,99,11,6,10,4,,,,,,,,,,,,,,,,,,,,,,D,1,12500,42400,42207,1,1,32230,32175,Loire,42,84,P,P,3,0.85,0,A,26,C,16/09/2024
"	
SOS Malus",1 173 €,660457,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,18/10/1979,44,Marié(e),Retraité,08/2021,Oui,22/10/1971,,Non,non,non,non,N/A,31/10/2025,11/2016,DS02062,DS,DS4,CARB,BER,7,M1,1,36100,12,F,6,11,99,11,6,10,4,,,,,,,,,,,,,,,,,,,,,,D,1,12500,42400,42207,1,1,32230,32175,Loire,42,84,P,P,3,0.85,0,A,26,C,16/09/2024
"	
Groupe AXA",1 181 €,660457,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,18/10/1979,44,Marié(e),Retraité,08/2021,Oui,22/10/1971,,Non,non,non,non,N/A,31/10/2025,11/2016,DS02062,DS,DS4,CARB,BER,7,M1,1,36100,12,F,6,11,99,11,6,10,4,,,,,,,,,,,,,,,,,,,,,,D,1,12500,42400,42207,1,1,32230,32175,Loire,42,84,P,P,3,0.85,0,A,26,C,16/09/2024
"	
GMF",1 190 €,660457,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,18/10/1979,44,Marié(e),Retraité,08/2021,Oui,22/10/1971,,Non,non,non,non,N/A,31/10/2025,11/2016,DS02062,DS,DS4,CARB,BER,7,M1,1,36100,12,F,6,11,99,11,6,10,4,,,,,,,,,,,,,,,,,,,,,,D,1,12500,42400,42207,1,1,32230,32175,Loire,42,84,P,P,3,0.85,0,A,26,C,16/09/2024
"	
Groupe Allianz",1 355 €,660457,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,18/10/1979,44,Marié(e),Retraité,08/2021,Oui,22/10/1971,,Non,non,non,non,N/A,31/10/2025,11/2016,DS02062,DS,DS4,CARB,BER,7,M1,1,36100,12,F,6,11,99,11,6,10,4,,,,,,,,,,,,,,,,,,,,,,D,1,12500,42400,42207,1,1,32230,32175,Loire,42,84,P,P,3,0.85,0,A,26,C,16/09/2024
"	
Groupe Admiral",1 603 €,660457,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,18/10/1979,44,Marié(e),Retraité,08/2021,Oui,22/10/1971,,Non,non,non,non,N/A,31/10/2025,11/2016,DS02062,DS,DS4,CARB,BER,7,M1,1,36100,12,F,6,11,99,11,6,10,4,,,,,,,,,,,,,,,,,,,,,,D,1,12500,42400,42207,1,1,32230,32175,Loire,42,84,P,P,3,0.85,0,A,26,C,16/09/2024
"	
Groupe Vilavi",1 701 €,660457,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,18/10/1979,44,Marié(e),Retraité,08/2021,Oui,22/10/1971,,Non,non,non,non,N/A,31/10/2025,11/2016,DS02062,DS,DS4,CARB,BER,7,M1,1,36100,12,F,6,11,99,11,6,10,4,,,,,,,,,,,,,,,,,,,,,,D,1,12500,42400,42207,1,1,32230,32175,Loire,42,84,P,P,3,0.85,0,A,26,C,16/09/2024
"	
Groupe Vilavi",1 716 €,660457,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,18/10/1979,44,Marié(e),Retraité,08/2021,Oui,22/10/1971,,Non,non,non,non,N/A,31/10/2025,11/2016,DS02062,DS,DS4,CARB,BER,7,M1,1,36100,12,F,6,11,99,11,6,10,4,,,,,,,,,,,,,,,,,,,,,,D,1,12500,42400,42207,1,1,32230,32175,Loire,42,84,P,P,3,0.85,0,A,26,C,16/09/2024
"	
Groupe Admiral",367 €,888749,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,24/06/1979,45,Célibataire,Salarié Cadre,05/2000,Oui,,,Oui,2024,non,non,10/2020,,11/2005,AU19201,AUDI,A3,CARB,BER,17,M1,0,39140,16,G,7,8,99,4,5,11,9,,,,,,,,,,,,,,,,,,,,,,L,1,7000,76660,76053,2,1,87700,87177,Seine-Maritime,76,28,C,S,24,110,3,E,80,D,16/09/2024
"	
Groupe AXA",454 €,888749,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,24/06/1979,45,Célibataire,Salarié Cadre,05/2000,Oui,,,Oui,2024,non,non,10/2020,,11/2005,AU19201,AUDI,A3,CARB,BER,17,M1,0,39140,16,G,7,8,99,4,5,11,9,,,,,,,,,,,,,,,,,,,,,,L,1,7000,76660,76053,2,1,87700,87177,Seine-Maritime,76,28,C,S,24,110,3,E,80,D,16/09/2024
"	
MAAF Assurances",465 €,888749,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,24/06/1979,45,Célibataire,Salarié Cadre,05/2000,Oui,,,Oui,2024,non,non,10/2020,,11/2005,AU19201,AUDI,A3,CARB,BER,17,M1,0,39140,16,G,7,8,99,4,5,11,9,,,,,,,,,,,,,,,,,,,,,,L,1,7000,76660,76053,2,1,87700,87177,Seine-Maritime,76,28,C,S,24,110,3,E,80,D,16/09/2024
"	
Active Assurances",521 €,888749,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,24/06/1979,45,Célibataire,Salarié Cadre,05/2000,Oui,,,Oui,2024,non,non,10/2020,,11/2005,AU19201,AUDI,A3,CARB,BER,17,M1,0,39140,16,G,7,8,99,4,5,11,9,,,,,,,,,,,,,,,,,,,,,,L,1,7000,76660,76053,2,1,87700,87177,Seine-Maritime,76,28,C,S,24,110,3,E,80,D,16/09/2024
"	
Groupe Allianz",523 €,888749,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,24/06/1979,45,Célibataire,Salarié Cadre,05/2000,Oui,,,Oui,2024,non,non,10/2020,,11/2005,AU19201,AUDI,A3,CARB,BER,17,M1,0,39140,16,G,7,8,99,4,5,11,9,,,,,,,,,,,,,,,,,,,,,,L,1,7000,76660,76053,2,1,87700,87177,Seine-Maritime,76,28,C,S,24,110,3,E,80,D,16/09/2024
"	
AMV",725 €,888749,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,24/06/1979,45,Célibataire,Salarié Cadre,05/2000,Oui,,,Oui,2024,non,non,10/2020,,11/2005,AU19201,AUDI,A3,CARB,BER,17,M1,0,39140,16,G,7,8,99,4,5,11,9,,,,,,,,,,,,,,,,,,,,,,L,1,7000,76660,76053,2,1,87700,87177,Seine-Maritime,76,28,C,S,24,110,3,E,80,D,16/09/2024
"	
MMA",498 €,227222,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,11/02/1997,27,Célibataire,Salarié Cadre,06/2015,Non,,,Non,non,non,non,07/2016,,11/2015,NA36021,NISSAN,NAVARA,DIES,PKU,8,TT,0,27190,13,D,8,10,98,16,8,11,5,,,,,,,,,,,,,,,,,,,,,,L,2,25000,85270,85189,1,2,71460,71080,Vendée,85,52,C,P,9,0.6,6,A,76,E,16/09/2024
"	
Abeille Assurances",528 €,227222,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,11/02/1997,27,Célibataire,Salarié Cadre,06/2015,Non,,,Non,non,non,non,07/2016,,11/2015,NA36021,NISSAN,NAVARA,DIES,PKU,8,TT,0,27190,13,D,8,10,98,16,8,11,5,,,,,,,,,,,,,,,,,,,,,,L,2,25000,85270,85189,1,2,71460,71080,Vendée,85,52,C,P,9,0.6,6,A,76,E,16/09/2024
"	
MAAF Assurances",637 €,227222,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,11/02/1997,27,Célibataire,Salarié Cadre,06/2015,Non,,,Non,non,non,non,07/2016,,11/2015,NA36021,NISSAN,NAVARA,DIES,PKU,8,TT,0,27190,13,D,8,10,98,16,8,11,5,,,,,,,,,,,,,,,,,,,,,,L,2,25000,85270,85189,1,2,71460,71080,Vendée,85,52,C,P,9,0.6,6,A,76,E,16/09/2024
"	
GMF",678 €,227222,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,11/02/1997,27,Célibataire,Salarié Cadre,06/2015,Non,,,Non,non,non,non,07/2016,,11/2015,NA36021,NISSAN,NAVARA,DIES,PKU,8,TT,0,27190,13,D,8,10,98,16,8,11,5,,,,,,,,,,,,,,,,,,,,,,L,2,25000,85270,85189,1,2,71460,71080,Vendée,85,52,C,P,9,0.6,6,A,76,E,16/09/2024
"	
Groupe Allianz",686 €,227222,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,11/02/1997,27,Célibataire,Salarié Cadre,06/2015,Non,,,Non,non,non,non,07/2016,,11/2015,NA36021,NISSAN,NAVARA,DIES,PKU,8,TT,0,27190,13,D,8,10,98,16,8,11,5,,,,,,,,,,,,,,,,,,,,,,L,2,25000,85270,85189,1,2,71460,71080,Vendée,85,52,C,P,9,0.6,6,A,76,E,16/09/2024
"	
Groupe Admiral",768 €,227222,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,11/02/1997,27,Célibataire,Salarié Cadre,06/2015,Non,,,Non,non,non,non,07/2016,,11/2015,NA36021,NISSAN,NAVARA,DIES,PKU,8,TT,0,27190,13,D,8,10,98,16,8,11,5,,,,,,,,,,,,,,,,,,,,,,L,2,25000,85270,85189,1,2,71460,71080,Vendée,85,52,C,P,9,0.6,6,A,76,E,16/09/2024
"	
Groupe AXA",778 €,227222,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,11/02/1997,27,Célibataire,Salarié Cadre,06/2015,Non,,,Non,non,non,non,07/2016,,11/2015,NA36021,NISSAN,NAVARA,DIES,PKU,8,TT,0,27190,13,D,8,10,98,16,8,11,5,,,,,,,,,,,,,,,,,,,,,,L,2,25000,85270,85189,1,2,71460,71080,Vendée,85,52,C,P,9,0.6,6,A,76,E,16/09/2024
"	
Active Assurances",814 €,227222,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,11/02/1997,27,Célibataire,Salarié Cadre,06/2015,Non,,,Non,non,non,non,07/2016,,11/2015,NA36021,NISSAN,NAVARA,DIES,PKU,8,TT,0,27190,13,D,8,10,98,16,8,11,5,,,,,,,,,,,,,,,,,,,,,,L,2,25000,85270,85189,1,2,71460,71080,Vendée,85,52,C,P,9,0.6,6,A,76,E,16/09/2024
