Compagnie,Prime,ID,TypeBesoin,TypeBesoinDetails,AgeCar,OtherDriver,CarteGrise,Genre,DateNaissance,Age,SituationMatrimoniale,Profession,DateObtentionPermis,ConduiteAccompagné,DateNaissanceConjoint,DatePermisConjoint,Enfants_a_charge,Annee_Enfant_1,Annee_Enfant_2,Annee_Enfant_3,DateAchat,DateAchat_Prevue,DateCirculation,ID_vehicule_occasion,Marque_occasion,Modele_occasion,Alimentation_occasion,Carrosserie_occasion,Puissance_occasion,categorie_commerciale_vehicule_occasion,qualification_vehicule_vert_occasion,valeur_a_neuf_vehicule_ocassion,groupe_tarification_vehicule_occasion,classe_tarification_vehicule_occasion,code_type_frequence_bdg_occasion,code_type_cout_bdg_occasion,code_vente_vehicule_occasion,code_type_frequence_rcm_occasion,code_type_frequence_rcc_occasion,code_type_frequence_dta_occasion,code_type_frequence_vol_occasion,Marque_vehicule_neuf,Modele_vehicule_neuf,Alimentation_vehicule_neuf,Carrosserie_vehicule_neuf,Puissance_vehicule_neuf,ID_vehicule_neuf,valeur_a_neuf_vehiculeNeuve,groupe_tarification_vehicule_Neuve,classe_tarification_vehicule_Neuve,puissance_reel_vehicule_Neuve,categorie_commerciale_vehicule_Neuve,qualification_vehicule_vert_Neuve,code_type_frequence_rcm_Neuve,code_type_frequence_rcc_Neuve,code_type_cout_rcm_Neuve,code_type_frequence_dta_Neuve,code_type_frequence_vol_Neuve,code_type_cout_vol_Neuve,code_type_frequence_bdg_Neuve,code_type_cout_bdg_Neuve,code_vente_vehicule_Neuve,ModeFinancement,Usage,KmParcours,CP_Stationnement,Ville_Stationnement,ResidenceType,TypeLocation,CP_Travail,Ville_Travail,nom_departement,code_departement,code_region,Type_Parking,TypeAssure,NbreAnneeAssure,Bonus,NbreAnneePossessionVeh,CtrActuel,AssureurActuel,NiveauProtection,Date_scraping
"	
Groupe Admiral",283 €,3460,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,10/10/1972,51,Séparé(e),Salarié Cadre,12/2001,Non,,,Non,non,non,non,08/2007,,11/2005,AU15628,AUDI,A6,CARB,BRK,12,H1,0,51020,14,9,8,12,99,11,4,12,6,,,,,,,,,,,,,,,,,,,,,,D,3,25000,35140,35178,2,2,29630,29251,Ille-et-Vilaine,35,53,G,S,22,90,6,E,77,C,16/09/2024
"	
MAAF Assurances",345 €,3460,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,10/10/1972,51,Séparé(e),Salarié Cadre,12/2001,Non,,,Non,non,non,non,08/2007,,11/2005,AU15628,AUDI,A6,CARB,BRK,12,H1,0,51020,14,9,8,12,99,11,4,12,6,,,,,,,,,,,,,,,,,,,,,,D,3,25000,35140,35178,2,2,29630,29251,Ille-et-Vilaine,35,53,G,S,22,90,6,E,77,C,16/09/2024
"	
Active Assurances",363 €,3460,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,10/10/1972,51,Séparé(e),Salarié Cadre,12/2001,Non,,,Non,non,non,non,08/2007,,11/2005,AU15628,AUDI,A6,CARB,BRK,12,H1,0,51020,14,9,8,12,99,11,4,12,6,,,,,,,,,,,,,,,,,,,,,,D,3,25000,35140,35178,2,2,29630,29251,Ille-et-Vilaine,35,53,G,S,22,90,6,E,77,C,16/09/2024
"	
Groupe Allianz",415 €,3460,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,10/10/1972,51,Séparé(e),Salarié Cadre,12/2001,Non,,,Non,non,non,non,08/2007,,11/2005,AU15628,AUDI,A6,CARB,BRK,12,H1,0,51020,14,9,8,12,99,11,4,12,6,,,,,,,,,,,,,,,,,,,,,,D,3,25000,35140,35178,2,2,29630,29251,Ille-et-Vilaine,35,53,G,S,22,90,6,E,77,C,16/09/2024
"	
Groupe Vilavi",469 €,3460,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,10/10/1972,51,Séparé(e),Salarié Cadre,12/2001,Non,,,Non,non,non,non,08/2007,,11/2005,AU15628,AUDI,A6,CARB,BRK,12,H1,0,51020,14,9,8,12,99,11,4,12,6,,,,,,,,,,,,,,,,,,,,,,D,3,25000,35140,35178,2,2,29630,29251,Ille-et-Vilaine,35,53,G,S,22,90,6,E,77,C,16/09/2024
"	
Groupe Vilavi",508 €,3460,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,10/10/1972,51,Séparé(e),Salarié Cadre,12/2001,Non,,,Non,non,non,non,08/2007,,11/2005,AU15628,AUDI,A6,CARB,BRK,12,H1,0,51020,14,9,8,12,99,11,4,12,6,,,,,,,,,,,,,,,,,,,,,,D,3,25000,35140,35178,2,2,29630,29251,Ille-et-Vilaine,35,53,G,S,22,90,6,E,77,C,16/09/2024
"	
GMF",525 €,3460,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,10/10/1972,51,Séparé(e),Salarié Cadre,12/2001,Non,,,Non,non,non,non,08/2007,,11/2005,AU15628,AUDI,A6,CARB,BRK,12,H1,0,51020,14,9,8,12,99,11,4,12,6,,,,,,,,,,,,,,,,,,,,,,D,3,25000,35140,35178,2,2,29630,29251,Ille-et-Vilaine,35,53,G,S,22,90,6,E,77,C,16/09/2024
"	
AMV",753 €,3460,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,10/10/1972,51,Séparé(e),Salarié Cadre,12/2001,Non,,,Non,non,non,non,08/2007,,11/2005,AU15628,AUDI,A6,CARB,BRK,12,H1,0,51020,14,9,8,12,99,11,4,12,6,,,,,,,,,,,,,,,,,,,,,,D,3,25000,35140,35178,2,2,29630,29251,Ille-et-Vilaine,35,53,G,S,22,90,6,E,77,C,16/09/2024
"	
MAAF Assurances",611 €,3473,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,24/08/1968,56,Célibataire,Salarié,05/1998,Non,,,Oui,2021,non,non,11/2007,,11/2005,AU15760,AUDI,A6,CARB,BER,24,H1,0,76850,15,L,8,12,99,7,5,12,8,,,,,,,,,,,,,,,,,,,,,,C,1,7000,15140,15176,2,1,4380,04040,Cantal,15,84,V,S,26,120,6,A,3,E,16/09/2024
"	
Groupe AXA",743 €,3473,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,24/08/1968,56,Célibataire,Salarié,05/1998,Non,,,Oui,2021,non,non,11/2007,,11/2005,AU15760,AUDI,A6,CARB,BER,24,H1,0,76850,15,L,8,12,99,7,5,12,8,,,,,,,,,,,,,,,,,,,,,,C,1,7000,15140,15176,2,1,4380,04040,Cantal,15,84,V,S,26,120,6,A,3,E,16/09/2024
"	
Groupe Admiral",978 €,3473,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,24/08/1968,56,Célibataire,Salarié,05/1998,Non,,,Oui,2021,non,non,11/2007,,11/2005,AU15760,AUDI,A6,CARB,BER,24,H1,0,76850,15,L,8,12,99,7,5,12,8,,,,,,,,,,,,,,,,,,,,,,C,1,7000,15140,15176,2,1,4380,04040,Cantal,15,84,V,S,26,120,6,A,3,E,16/09/2024
"	
Groupe Vilavi",995 €,3473,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,24/08/1968,56,Célibataire,Salarié,05/1998,Non,,,Oui,2021,non,non,11/2007,,11/2005,AU15760,AUDI,A6,CARB,BER,24,H1,0,76850,15,L,8,12,99,7,5,12,8,,,,,,,,,,,,,,,,,,,,,,C,1,7000,15140,15176,2,1,4380,04040,Cantal,15,84,V,S,26,120,6,A,3,E,16/09/2024
"	
Groupe Vilavi",1 034 €,3473,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,24/08/1968,56,Célibataire,Salarié,05/1998,Non,,,Oui,2021,non,non,11/2007,,11/2005,AU15760,AUDI,A6,CARB,BER,24,H1,0,76850,15,L,8,12,99,7,5,12,8,,,,,,,,,,,,,,,,,,,,,,C,1,7000,15140,15176,2,1,4380,04040,Cantal,15,84,V,S,26,120,6,A,3,E,16/09/2024
"	
MAAF Assurances",280 €,5410,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,01/05/1972,52,Célibataire,Commerçant,07/2003,Non,,,Non,non,non,non,N/A,21/11/2024,11/2005,AU18629,AUDI,A4,CARB,BER,10,M2,0,30600,14,E,7,9,99,9,5,13,7,TOYOTA,COROLLA X,EH,BRK,8,TO46059,37000,13,F,152,M1,1,9,5,6,9,4,11,5,11,99,L,3,30000,69140,69286,2,1,71110,71500,Rhône,69,84,V,P,21,80,0,E,87,A,16/09/2024
"	
Assurpeople.com",341 €,5410,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,01/05/1972,52,Célibataire,Commerçant,07/2003,Non,,,Non,non,non,non,N/A,21/11/2024,11/2005,AU18629,AUDI,A4,CARB,BER,10,M2,0,30600,14,E,7,9,99,9,5,13,7,TOYOTA,COROLLA X,EH,BRK,8,TO46059,37000,13,F,152,M1,1,9,5,6,9,4,11,5,11,99,L,3,30000,69140,69286,2,1,71110,71500,Rhône,69,84,V,P,21,80,0,E,87,A,16/09/2024
"	
GMF",381 €,5410,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,01/05/1972,52,Célibataire,Commerçant,07/2003,Non,,,Non,non,non,non,N/A,21/11/2024,11/2005,AU18629,AUDI,A4,CARB,BER,10,M2,0,30600,14,E,7,9,99,9,5,13,7,TOYOTA,COROLLA X,EH,BRK,8,TO46059,37000,13,F,152,M1,1,9,5,6,9,4,11,5,11,99,L,3,30000,69140,69286,2,1,71110,71500,Rhône,69,84,V,P,21,80,0,E,87,A,16/09/2024
"	
AMV",398 €,5410,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,01/05/1972,52,Célibataire,Commerçant,07/2003,Non,,,Non,non,non,non,N/A,21/11/2024,11/2005,AU18629,AUDI,A4,CARB,BER,10,M2,0,30600,14,E,7,9,99,9,5,13,7,TOYOTA,COROLLA X,EH,BRK,8,TO46059,37000,13,F,152,M1,1,9,5,6,9,4,11,5,11,99,L,3,30000,69140,69286,2,1,71110,71500,Rhône,69,84,V,P,21,80,0,E,87,A,16/09/2024
"	
MMA",455 €,5410,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,01/05/1972,52,Célibataire,Commerçant,07/2003,Non,,,Non,non,non,non,N/A,21/11/2024,11/2005,AU18629,AUDI,A4,CARB,BER,10,M2,0,30600,14,E,7,9,99,9,5,13,7,TOYOTA,COROLLA X,EH,BRK,8,TO46059,37000,13,F,152,M1,1,9,5,6,9,4,11,5,11,99,L,3,30000,69140,69286,2,1,71110,71500,Rhône,69,84,V,P,21,80,0,E,87,A,16/09/2024
"	
Active Assurances",471 €,5410,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,01/05/1972,52,Célibataire,Commerçant,07/2003,Non,,,Non,non,non,non,N/A,21/11/2024,11/2005,AU18629,AUDI,A4,CARB,BER,10,M2,0,30600,14,E,7,9,99,9,5,13,7,TOYOTA,COROLLA X,EH,BRK,8,TO46059,37000,13,F,152,M1,1,9,5,6,9,4,11,5,11,99,L,3,30000,69140,69286,2,1,71110,71500,Rhône,69,84,V,P,21,80,0,E,87,A,16/09/2024
"	
Groupe AXA",478 €,5410,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,01/05/1972,52,Célibataire,Commerçant,07/2003,Non,,,Non,non,non,non,N/A,21/11/2024,11/2005,AU18629,AUDI,A4,CARB,BER,10,M2,0,30600,14,E,7,9,99,9,5,13,7,TOYOTA,COROLLA X,EH,BRK,8,TO46059,37000,13,F,152,M1,1,9,5,6,9,4,11,5,11,99,L,3,30000,69140,69286,2,1,71110,71500,Rhône,69,84,V,P,21,80,0,E,87,A,16/09/2024
"	
Groupe Admiral",806 €,5410,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,01/05/1972,52,Célibataire,Commerçant,07/2003,Non,,,Non,non,non,non,N/A,21/11/2024,11/2005,AU18629,AUDI,A4,CARB,BER,10,M2,0,30600,14,E,7,9,99,9,5,13,7,TOYOTA,COROLLA X,EH,BRK,8,TO46059,37000,13,F,152,M1,1,9,5,6,9,4,11,5,11,99,L,3,30000,69140,69286,2,1,71110,71500,Rhône,69,84,V,P,21,80,0,E,87,A,16/09/2024
"	
Groupe Allianz",894 €,5410,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,01/05/1972,52,Célibataire,Commerçant,07/2003,Non,,,Non,non,non,non,N/A,21/11/2024,11/2005,AU18629,AUDI,A4,CARB,BER,10,M2,0,30600,14,E,7,9,99,9,5,13,7,TOYOTA,COROLLA X,EH,BRK,8,TO46059,37000,13,F,152,M1,1,9,5,6,9,4,11,5,11,99,L,3,30000,69140,69286,2,1,71110,71500,Rhône,69,84,V,P,21,80,0,E,87,A,16/09/2024
"	
Groupe AXA",522 €,4756,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,12/02/1975,49,Célibataire,Salarié Cadre,05/2015,Oui,,,Oui,2007,2009,non,05/2008,,02/2005,AU28083,AUDI,A3 SPORTBACK,DIES,BER,10,M1,0,34200,14,6,10,8,99,5,6,13,9,,,,,,,,,,,,,,,,,,,,,,D,1,1000,60400,60037,2,1,56380,56180,Oise,60,32,C,S,9,0.6,6,E,86,E,16/09/2024
"	
Groupe Admiral",638 €,4756,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,12/02/1975,49,Célibataire,Salarié Cadre,05/2015,Oui,,,Oui,2007,2009,non,05/2008,,02/2005,AU28083,AUDI,A3 SPORTBACK,DIES,BER,10,M1,0,34200,14,6,10,8,99,5,6,13,9,,,,,,,,,,,,,,,,,,,,,,D,1,1000,60400,60037,2,1,56380,56180,Oise,60,32,C,S,9,0.6,6,E,86,E,16/09/2024
"	
Groupe Allianz",714 €,4756,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,12/02/1975,49,Célibataire,Salarié Cadre,05/2015,Oui,,,Oui,2007,2009,non,05/2008,,02/2005,AU28083,AUDI,A3 SPORTBACK,DIES,BER,10,M1,0,34200,14,6,10,8,99,5,6,13,9,,,,,,,,,,,,,,,,,,,,,,D,1,1000,60400,60037,2,1,56380,56180,Oise,60,32,C,S,9,0.6,6,E,86,E,16/09/2024
"	
MAAF Assurances",744 €,4756,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,12/02/1975,49,Célibataire,Salarié Cadre,05/2015,Oui,,,Oui,2007,2009,non,05/2008,,02/2005,AU28083,AUDI,A3 SPORTBACK,DIES,BER,10,M1,0,34200,14,6,10,8,99,5,6,13,9,,,,,,,,,,,,,,,,,,,,,,D,1,1000,60400,60037,2,1,56380,56180,Oise,60,32,C,S,9,0.6,6,E,86,E,16/09/2024
"	
GMF",814 €,4756,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,12/02/1975,49,Célibataire,Salarié Cadre,05/2015,Oui,,,Oui,2007,2009,non,05/2008,,02/2005,AU28083,AUDI,A3 SPORTBACK,DIES,BER,10,M1,0,34200,14,6,10,8,99,5,6,13,9,,,,,,,,,,,,,,,,,,,,,,D,1,1000,60400,60037,2,1,56380,56180,Oise,60,32,C,S,9,0.6,6,E,86,E,16/09/2024
"	
Active Assurances",946 €,4756,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,12/02/1975,49,Célibataire,Salarié Cadre,05/2015,Oui,,,Oui,2007,2009,non,05/2008,,02/2005,AU28083,AUDI,A3 SPORTBACK,DIES,BER,10,M1,0,34200,14,6,10,8,99,5,6,13,9,,,,,,,,,,,,,,,,,,,,,,D,1,1000,60400,60037,2,1,56380,56180,Oise,60,32,C,S,9,0.6,6,E,86,E,16/09/2024
"	
Groupe AXA",640 €,8013,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,07/03/1991,33,Célibataire,Fonctionnaire territorial,07/2022,Oui,,,Non,non,non,non,07/2012,,11/2005,AU18768,AUDI,A4,DIES,BER,9,M2,0,34240,13,F,11,10,99,13,8,13,5,,,,,,,,,,,,,,,,,,,,,,C,1,10000,11340,11320,2,2,14130,14261,Aude,11,76,G,S,2,0.9,6,A,18,E,16/09/2024
"	
MAAF Assurances",986 €,8013,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,07/03/1991,33,Célibataire,Fonctionnaire territorial,07/2022,Oui,,,Non,non,non,non,07/2012,,11/2005,AU18768,AUDI,A4,DIES,BER,9,M2,0,34240,13,F,11,10,99,13,8,13,5,,,,,,,,,,,,,,,,,,,,,,C,1,10000,11340,11320,2,2,14130,14261,Aude,11,76,G,S,2,0.9,6,A,18,E,16/09/2024
"	
GMF",1 078 €,8013,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,07/03/1991,33,Célibataire,Fonctionnaire territorial,07/2022,Oui,,,Non,non,non,non,07/2012,,11/2005,AU18768,AUDI,A4,DIES,BER,9,M2,0,34240,13,F,11,10,99,13,8,13,5,,,,,,,,,,,,,,,,,,,,,,C,1,10000,11340,11320,2,2,14130,14261,Aude,11,76,G,S,2,0.9,6,A,18,E,16/09/2024
"	
SOS Malus",1 202 €,8013,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,07/03/1991,33,Célibataire,Fonctionnaire territorial,07/2022,Oui,,,Non,non,non,non,07/2012,,11/2005,AU18768,AUDI,A4,DIES,BER,9,M2,0,34240,13,F,11,10,99,13,8,13,5,,,,,,,,,,,,,,,,,,,,,,C,1,10000,11340,11320,2,2,14130,14261,Aude,11,76,G,S,2,0.9,6,A,18,E,16/09/2024
"	
Groupe Admiral",1 334 €,8013,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,07/03/1991,33,Célibataire,Fonctionnaire territorial,07/2022,Oui,,,Non,non,non,non,07/2012,,11/2005,AU18768,AUDI,A4,DIES,BER,9,M2,0,34240,13,F,11,10,99,13,8,13,5,,,,,,,,,,,,,,,,,,,,,,C,1,10000,11340,11320,2,2,14130,14261,Aude,11,76,G,S,2,0.9,6,A,18,E,16/09/2024
"	
Active Assurances",1 412 €,8013,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,07/03/1991,33,Célibataire,Fonctionnaire territorial,07/2022,Oui,,,Non,non,non,non,07/2012,,11/2005,AU18768,AUDI,A4,DIES,BER,9,M2,0,34240,13,F,11,10,99,13,8,13,5,,,,,,,,,,,,,,,,,,,,,,C,1,10000,11340,11320,2,2,14130,14261,Aude,11,76,G,S,2,0.9,6,A,18,E,16/09/2024
"	
Assurpeople.com",1 656 €,8013,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,07/03/1991,33,Célibataire,Fonctionnaire territorial,07/2022,Oui,,,Non,non,non,non,07/2012,,11/2005,AU18768,AUDI,A4,DIES,BER,9,M2,0,34240,13,F,11,10,99,13,8,13,5,,,,,,,,,,,,,,,,,,,,,,C,1,10000,11340,11320,2,2,14130,14261,Aude,11,76,G,S,2,0.9,6,A,18,E,16/09/2024
"	
PEYRAC ASSURANCES",2 954 €,8013,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,07/03/1991,33,Célibataire,Fonctionnaire territorial,07/2022,Oui,,,Non,non,non,non,07/2012,,11/2005,AU18768,AUDI,A4,DIES,BER,9,M2,0,34240,13,F,11,10,99,13,8,13,5,,,,,,,,,,,,,,,,,,,,,,C,1,10000,11340,11320,2,2,14130,14261,Aude,11,76,G,S,2,0.9,6,A,18,E,16/09/2024
"	
MAAF Assurances",348 €,2962,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,15/04/1961,63,Marié(e),Salarié,05/2015,Non,03/12/1945,09/2018,Oui,1999,non,non,08/2024,,02/2022,RE79076,RENAULT,KOLEOS,DIES,VTC,10,TT,0,40650,15,F,9,12,99,11,4,7,6,,,,,,,,,,,,,,,,,,,,,,D,2,12500,88800,88385,1,2,82200,82112,Vosges,88,44,P,S,9,0.6,0,E,90,A,16/09/2024
"	
GMF",363 €,2962,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,15/04/1961,63,Marié(e),Salarié,05/2015,Non,03/12/1945,09/2018,Oui,1999,non,non,08/2024,,02/2022,RE79076,RENAULT,KOLEOS,DIES,VTC,10,TT,0,40650,15,F,9,12,99,11,4,7,6,,,,,,,,,,,,,,,,,,,,,,D,2,12500,88800,88385,1,2,82200,82112,Vosges,88,44,P,S,9,0.6,0,E,90,A,16/09/2024
"	
MMA",365 €,2962,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,15/04/1961,63,Marié(e),Salarié,05/2015,Non,03/12/1945,09/2018,Oui,1999,non,non,08/2024,,02/2022,RE79076,RENAULT,KOLEOS,DIES,VTC,10,TT,0,40650,15,F,9,12,99,11,4,7,6,,,,,,,,,,,,,,,,,,,,,,D,2,12500,88800,88385,1,2,82200,82112,Vosges,88,44,P,S,9,0.6,0,E,90,A,16/09/2024
"	
Groupe Admiral",369 €,2962,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,15/04/1961,63,Marié(e),Salarié,05/2015,Non,03/12/1945,09/2018,Oui,1999,non,non,08/2024,,02/2022,RE79076,RENAULT,KOLEOS,DIES,VTC,10,TT,0,40650,15,F,9,12,99,11,4,7,6,,,,,,,,,,,,,,,,,,,,,,D,2,12500,88800,88385,1,2,82200,82112,Vosges,88,44,P,S,9,0.6,0,E,90,A,16/09/2024
"	
Active Assurances",393 €,2962,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,15/04/1961,63,Marié(e),Salarié,05/2015,Non,03/12/1945,09/2018,Oui,1999,non,non,08/2024,,02/2022,RE79076,RENAULT,KOLEOS,DIES,VTC,10,TT,0,40650,15,F,9,12,99,11,4,7,6,,,,,,,,,,,,,,,,,,,,,,D,2,12500,88800,88385,1,2,82200,82112,Vosges,88,44,P,S,9,0.6,0,E,90,A,16/09/2024
"	
Groupe Vilavi",418 €,2962,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,15/04/1961,63,Marié(e),Salarié,05/2015,Non,03/12/1945,09/2018,Oui,1999,non,non,08/2024,,02/2022,RE79076,RENAULT,KOLEOS,DIES,VTC,10,TT,0,40650,15,F,9,12,99,11,4,7,6,,,,,,,,,,,,,,,,,,,,,,D,2,12500,88800,88385,1,2,82200,82112,Vosges,88,44,P,S,9,0.6,0,E,90,A,16/09/2024
"	
Abeille Assurances",450 €,2962,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,15/04/1961,63,Marié(e),Salarié,05/2015,Non,03/12/1945,09/2018,Oui,1999,non,non,08/2024,,02/2022,RE79076,RENAULT,KOLEOS,DIES,VTC,10,TT,0,40650,15,F,9,12,99,11,4,7,6,,,,,,,,,,,,,,,,,,,,,,D,2,12500,88800,88385,1,2,82200,82112,Vosges,88,44,P,S,9,0.6,0,E,90,A,16/09/2024
"	
Groupe Vilavi",459 €,2962,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,15/04/1961,63,Marié(e),Salarié,05/2015,Non,03/12/1945,09/2018,Oui,1999,non,non,08/2024,,02/2022,RE79076,RENAULT,KOLEOS,DIES,VTC,10,TT,0,40650,15,F,9,12,99,11,4,7,6,,,,,,,,,,,,,,,,,,,,,,D,2,12500,88800,88385,1,2,82200,82112,Vosges,88,44,P,S,9,0.6,0,E,90,A,16/09/2024
"	
Groupe AXA",497 €,2962,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,15/04/1961,63,Marié(e),Salarié,05/2015,Non,03/12/1945,09/2018,Oui,1999,non,non,08/2024,,02/2022,RE79076,RENAULT,KOLEOS,DIES,VTC,10,TT,0,40650,15,F,9,12,99,11,4,7,6,,,,,,,,,,,,,,,,,,,,,,D,2,12500,88800,88385,1,2,82200,82112,Vosges,88,44,P,S,9,0.6,0,E,90,A,16/09/2024
"	
SOS Malus",511 €,2962,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,15/04/1961,63,Marié(e),Salarié,05/2015,Non,03/12/1945,09/2018,Oui,1999,non,non,08/2024,,02/2022,RE79076,RENAULT,KOLEOS,DIES,VTC,10,TT,0,40650,15,F,9,12,99,11,4,7,6,,,,,,,,,,,,,,,,,,,,,,D,2,12500,88800,88385,1,2,82200,82112,Vosges,88,44,P,S,9,0.6,0,E,90,A,16/09/2024
"	
Groupe Allianz",728 €,2962,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,15/04/1961,63,Marié(e),Salarié,05/2015,Non,03/12/1945,09/2018,Oui,1999,non,non,08/2024,,02/2022,RE79076,RENAULT,KOLEOS,DIES,VTC,10,TT,0,40650,15,F,9,12,99,11,4,7,6,,,,,,,,,,,,,,,,,,,,,,D,2,12500,88800,88385,1,2,82200,82112,Vosges,88,44,P,S,9,0.6,0,E,90,A,16/09/2024
"	
MAAF Assurances",287 €,6255,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Un homme,25/11/1985,38,Marié(e),Commerçant,01/2011,Non,18/12/1957,05/1992,Non,non,non,non,N/A,20/03/2025,03/2000,SE08110,SEAT,CORDOBA,CARB,BRK,7,M1,0,12042,11,B,5,9,99,10,6,7,2,,,,,,,,,,,,,,,,,,,,,,T,3,25000,52230,52004,1,1,49330,49080,Haute-Marne,52,44,V,S,13,0.5,0,A,50,C,16/09/2024
"	
MMA",304 €,6255,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Un homme,25/11/1985,38,Marié(e),Commerçant,01/2011,Non,18/12/1957,05/1992,Non,non,non,non,N/A,20/03/2025,03/2000,SE08110,SEAT,CORDOBA,CARB,BRK,7,M1,0,12042,11,B,5,9,99,10,6,7,2,,,,,,,,,,,,,,,,,,,,,,T,3,25000,52230,52004,1,1,49330,49080,Haute-Marne,52,44,V,S,13,0.5,0,A,50,C,16/09/2024
"	
Groupe Vilavi",321 €,6255,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Un homme,25/11/1985,38,Marié(e),Commerçant,01/2011,Non,18/12/1957,05/1992,Non,non,non,non,N/A,20/03/2025,03/2000,SE08110,SEAT,CORDOBA,CARB,BRK,7,M1,0,12042,11,B,5,9,99,10,6,7,2,,,,,,,,,,,,,,,,,,,,,,T,3,25000,52230,52004,1,1,49330,49080,Haute-Marne,52,44,V,S,13,0.5,0,A,50,C,16/09/2024
"	
Abeille Assurances",323 €,6255,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Un homme,25/11/1985,38,Marié(e),Commerçant,01/2011,Non,18/12/1957,05/1992,Non,non,non,non,N/A,20/03/2025,03/2000,SE08110,SEAT,CORDOBA,CARB,BRK,7,M1,0,12042,11,B,5,9,99,10,6,7,2,,,,,,,,,,,,,,,,,,,,,,T,3,25000,52230,52004,1,1,49330,49080,Haute-Marne,52,44,V,S,13,0.5,0,A,50,C,16/09/2024
"	
Groupe Admiral",356 €,6255,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Un homme,25/11/1985,38,Marié(e),Commerçant,01/2011,Non,18/12/1957,05/1992,Non,non,non,non,N/A,20/03/2025,03/2000,SE08110,SEAT,CORDOBA,CARB,BRK,7,M1,0,12042,11,B,5,9,99,10,6,7,2,,,,,,,,,,,,,,,,,,,,,,T,3,25000,52230,52004,1,1,49330,49080,Haute-Marne,52,44,V,S,13,0.5,0,A,50,C,16/09/2024
